frame,track_id,class_name,confidence,x1,y1,x2,y2,cx,cy
9,1,REF,0.7781843543052673,575.665283203125,267.3628845214844,610.7093505859375,356.30755615234375,593.1873168945312,311.83522033691406
9,2,CAR,0.7311866283416748,679.1553955078125,543.7471313476562,720.7496948242188,665.3214111328125,699.9525451660156,604.5342712402344
9,3,GCS,0.6939400434494019,135.4727325439453,399.46173095703125,175.56468200683594,507.6844177246094,155.51870727539062,453.5730743408203
9,4,CAR,0.6905152201652527,411.0768127441406,357.875,454.5440368652344,453.5608215332031,432.8104248046875,405.71791076660156
9,5,GCS,0.7117711305618286,652.600830078125,287.0323181152344,693.5621337890625,380.9695129394531,673.0814819335938,334.00091552734375
10,1,REF,0.772172749042511,576.3203125,267.3553466796875,612.0520629882812,356.85418701171875,594.1861877441406,312.1047668457031
10,2,CAR,0.7309036254882812,679.0345458984375,544.84716796875,721.149169921875,667.5450439453125,700.0918579101562,606.1961059570312
10,3,GCS,0.6939117908477783,133.74314880371094,401.04400634765625,173.73348999023438,509.67999267578125,153.73831939697266,455.36199951171875
10,4,CAR,0.6909372210502625,411.86346435546875,358.52874755859375,454.6005554199219,453.9833068847656,433.2320098876953,406.2560272216797
10,5,GCS,0.7110154032707214,652.5153198242188,288.9346618652344,694.1484985351562,382.7270812988281,673.3319091796875,335.83087158203125
11,1,REF,0.7733855247497559,578.8098754882812,266.2637023925781,614.7068481445312,356.4905700683594,596.7583618164062,311.37713623046875
11,2,CAR,0.7376253008842468,677.74853515625,549.0860595703125,720.8502197265625,674.4370727539062,699.2993774414062,611.7615661621094
11,3,GCS,0.7214734554290771,125.93582153320312,405.5681457519531,165.9255828857422,514.4711303710938,145.93070220947266,460.01963806152344
11,4,CAR,0.6814256906509399,414.2415771484375,363.17462158203125,455.2552185058594,455.71881103515625,434.74839782714844,409.44671630859375
11,5,GCS,0.7419056296348572,654.31787109375,291.9891357421875,696.68212890625,386.2254943847656,675.5,339.10731506347656
12,1,REF,0.7725638747215271,579.7110595703125,265.78729248046875,615.5818481445312,356.25482177734375,597.6464538574219,311.02105712890625
12,2,CAR,0.7373379468917847,677.2359008789062,550.5320434570312,720.7467651367188,676.8619384765625,698.9913330078125,613.6969909667969
12,3,GCS,0.7214315533638,123.17459106445312,407.17950439453125,163.08868408203125,516.131103515625,143.1316375732422,461.6553039550781
12,4,CAR,0.6814778447151184,415.2154846191406,364.83135986328125,455.3338928222656,456.2439880371094,435.2746887207031,410.5376739501953
12,5,GCS,0.7419010996818542,654.8194580078125,292.9781188964844,697.7640991210938,387.3784484863281,676.2917785644531,340.17828369140625
13,1,REF,0.7831881642341614,580.7933349609375,266.3816223144531,616.3644409179688,356.4297790527344,598.5788879394531,311.40570068359375
13,2,CAR,0.7257870435714722,676.8193359375,553.1235961914062,720.1900024414062,678.985107421875,698.5046691894531,616.0543518066406
13,3,GCS,0.6863201260566711,117.9165267944336,410.2295227050781,156.9979705810547,517.4226684570312,137.45724868774414,463.8260955810547
13,4,CAR,0.6770020127296448,415.8533020019531,365.82427978515625,455.5069274902344,456.9780578613281,435.68011474609375,411.4011688232422
13,5,GCS,0.7260687947273254,656.44384765625,293.9888000488281,699.3744506835938,387.66552734375,677.9091491699219,340.82716369628906
14,1,REF,0.7884000539779663,582.2312622070312,266.8265380859375,617.42041015625,356.4571533203125,599.8258361816406,311.641845703125
14,2,CAR,0.7317202687263489,676.717529296875,556.27978515625,720.0055541992188,681.8209228515625,698.3615417480469,619.0503540039062
14,3,GCS,0.6963216662406921,111.90869140625,412.162841796875,150.44520568847656,518.9857788085938,131.17694854736328,465.5743103027344
14,4,CAR,0.6686801314353943,415.780029296875,365.5610046386719,455.75946044921875,458.42205810546875,435.7697448730469,411.9915313720703
14,5,GCS,0.6953678131103516,659.4694213867188,294.0396423339844,702.1912231445312,387.19512939453125,680.830322265625,340.6173858642578
15,1,REF,0.769810676574707,583.1552124023438,268.0061340332031,617.8582153320312,356.4100036621094,600.5067138671875,312.20806884765625
15,2,CAR,0.7445298433303833,677.106689453125,560.2783813476562,720.0828857421875,684.0162353515625,698.5947875976562,622.1473083496094
15,3,GCS,0.714096188545227,106.04256439208984,412.9675598144531,144.0376739501953,519.5663452148438,125.04011917114258,466.26695251464844
15,4,CAR,0.6835193634033203,415.70733642578125,363.552490234375,456.7559509277344,460.2140808105469,436.2316436767578,411.88328552246094
15,5,GCS,0.6878209710121155,662.0400390625,293.012939453125,705.7332153320312,388.8797607421875,683.8866271972656,340.94635009765625
16,1,REF,0.7775133848190308,583.0930786132812,267.15472412109375,618.5889282226562,358.0005798339844,600.8410034179688,312.57765197753906
16,2,CAR,0.7393941283226013,677.8566284179688,562.7049560546875,720.4673461914062,683.6702880859375,699.1619873046875,623.1876220703125
16,3,GCS,0.6883627772331238,98.45930480957031,411.8755798339844,138.57937622070312,526.0149536132812,118.51934051513672,468.9452667236328
16,4,CAR,0.6917943358421326,415.4620361328125,361.2043151855469,457.4495544433594,461.31884765625,436.45579528808594,411.26158142089844
16,5,GCS,0.6918418407440186,664.171875,291.2501220703125,709.1190185546875,390.0442199707031,686.6454467773438,340.6471710205078
17,1,REF,0.7752342224121094,583.0450439453125,265.197998046875,619.3656005859375,358.6212158203125,601.205322265625,311.90960693359375
17,2,CAR,0.7503212690353394,677.1377563476562,567.4695434570312,719.052001953125,684.2029418945312,698.0948791503906,625.8362426757812
17,3,GCS,0.6927611827850342,92.017578125,412.44342041015625,132.84634399414062,529.6365966796875,112.43196105957031,471.0400085449219
17,4,CAR,0.6861527562141418,415.1334228515625,360.2815246582031,457.6861267089844,462.72857666015625,436.40977478027344,411.5050506591797
17,5,GCS,0.7329124212265015,667.348876953125,290.519775390625,712.6275024414062,390.4621276855469,689.9881896972656,340.49095153808594
18,1,REF,0.7754666805267334,583.0739135742188,264.4815979003906,619.5595092773438,358.7808532714844,601.3167114257812,311.6312255859375
18,2,CAR,0.7504091858863831,676.6771850585938,569.1025390625,718.713134765625,684.2268676757812,697.6951599121094,626.6647033691406
18,3,GCS,0.6927626132965088,89.77582550048828,412.5420837402344,130.6809539794922,530.9228515625,110.22838973999023,471.7324676513672
18,4,CAR,0.6872648596763611,415.0966796875,359.8924865722656,457.6133728027344,463.2038269042969,436.3550262451172,411.54815673828125
18,5,GCS,0.7314943671226501,668.6688232421875,290.2084655761719,713.8992919921875,390.4535217285156,691.2840576171875,340.33099365234375
19,1,REF,0.7758685946464539,583.172607421875,263.3523864746094,620.233154296875,359.6593322753906,601.702880859375,311.505859375
19,2,CAR,0.7513085007667542,673.2105712890625,569.1469116210938,716.51513671875,684.978759765625,694.8628540039062,627.0628356933594
19,3,GCS,0.6868491172790527,83.26810455322266,414.6148376464844,123.07869720458984,530.421630859375,103.17340087890625,472.5182342529297
19,4,CAR,0.686846911907196,415.8298034667969,360.3910827636719,457.0169677734375,460.6446228027344,436.4233856201172,410.5178527832031
19,5,GCS,0.706402063369751,670.9761962890625,289.3712463378906,716.63720703125,391.7010192871094,693.8067016601562,340.5361328125
20,1,REF,0.7702221274375916,583.2451171875,263.2596740722656,620.4866943359375,360.2427062988281,601.8659057617188,311.7511901855469
20,2,CAR,0.7469245195388794,670.4915771484375,573.9356079101562,713.7498168945312,685.6363525390625,692.1206970214844,629.7859802246094
20,3,GCS,0.7215275168418884,76.5720443725586,416.08013916015625,116.7734146118164,533.0119018554688,96.6727294921875,474.5460205078125
20,4,CAR,0.6859703660011292,415.8081970214844,362.6442565917969,456.45703125,461.4154052734375,436.1326141357422,412.0298309326172
20,5,GCS,0.666375458240509,673.9938354492188,291.32598876953125,718.8059692382812,393.0944519042969,696.39990234375,342.21022033691406
21,1,REF,0.7801758646965027,583.152587890625,264.3979187011719,620.250244140625,361.2587585449219,601.701416015625,312.8283386230469
21,2,CAR,0.7265841364860535,666.8317260742188,577.8032836914062,709.4251708984375,685.5049438476562,688.1284484863281,631.6541137695312
21,3,GCS,0.6987721920013428,70.17525482177734,418.4009704589844,110.83842468261719,536.6488037109375,90.50683975219727,477.52488708496094
21,4,CAR,0.662365734577179,415.8409423828125,364.9068908691406,456.29315185546875,463.0119323730469,436.0670471191406,413.95941162109375
21,5,GCS,0.6560088992118835,676.926513671875,293.2772521972656,721.4072265625,395.198974609375,699.1668701171875,344.2381134033203
22,1,REF,0.7904048562049866,583.0488891601562,266.736083984375,619.3326416015625,361.3983459472656,601.1907653808594,314.0672149658203
22,2,CAR,0.7325423955917358,662.8421630859375,581.9632568359375,705.2630615234375,686.07763671875,684.0526123046875,634.0204467773438
22,3,GCS,0.6974684000015259,64.91184997558594,421.4605712890625,105.09049987792969,539.1775512695312,85.00117492675781,480.3190612792969
22,4,CAR,0.6453825235366821,414.6712341308594,366.8712463378906,455.6875915527344,466.0677185058594,435.1794128417969,416.469482421875
22,5,GCS,0.6660714745521545,679.4962158203125,294.2840270996094,724.1183471679688,397.10015869140625,701.8072814941406,345.6920928955078
23,1,REF,0.7653635740280151,582.8175659179688,268.3308410644531,618.4421997070312,361.4658508300781,600.6298828125,314.8983459472656
23,2,CAR,0.7170544266700745,657.2683715820312,585.6062622070312,698.8805541992188,685.8820190429688,678.074462890625,635.744140625
23,3,GCS,0.7153027057647705,58.830753326416016,426.2611083984375,98.36831665039062,542.1543579101562,78.59953498840332,484.2077331542969
23,4,CAR,0.6749721765518188,413.35467529296875,366.2564392089844,455.0703125,468.28619384765625,434.2124938964844,417.2713165283203
23,5,GCS,0.7308182120323181,682.1046142578125,296.0635986328125,726.3118896484375,399.0406799316406,704.208251953125,347.55213928222656
24,1,REF,0.7663595676422119,582.7183227539062,268.9259948730469,618.0426635742188,361.4576110839844,600.3804931640625,315.1918029785156
24,2,CAR,0.7175516486167908,655.111328125,586.7755737304688,696.8421020507812,685.7180786132812,675.9767150878906,636.246826171875
24,3,GCS,0.7153486013412476,56.75226974487305,428.0059814453125,96.02367401123047,543.1672973632812,76.38797187805176,485.5866394042969
24,4,CAR,0.6760258674621582,413.01129150390625,366.0054931640625,454.7138671875,469.08392333984375,433.8625793457031,417.5447082519531
24,5,GCS,0.7309377193450928,683.158203125,296.69775390625,726.9412841796875,399.7142028808594,705.0497436523438,348.2059783935547
25,1,REF,0.7404335141181946,581.8549194335938,269.5847473144531,617.0486450195312,361.847412109375,599.4517822265625,315.71607971191406
25,2,CAR,0.7311809062957764,651.433349609375,588.8626708984375,692.6759033203125,685.0719604492188,672.0546264648438,636.9673156738281
25,3,GCS,0.6808486580848694,52.488346099853516,427.9451599121094,92.14566802978516,544.51416015625,72.31700706481934,486.2296600341797
25,4,CAR,0.6647392511367798,411.8768005371094,365.6998291015625,453.6459655761719,469.86163330078125,432.7613830566406,417.7807312011719
25,5,GCS,0.7146238684654236,685.496826171875,296.2680969238281,728.7720336914062,399.56817626953125,707.1344299316406,347.9181365966797
26,1,REF,0.7368771433830261,580.4388427734375,270.5263977050781,615.9286499023438,362.93988037109375,598.1837463378906,316.73313903808594
26,2,CAR,0.6920638680458069,645.9165649414062,590.154541015625,687.5057373046875,684.5422973632812,666.7111511230469,637.3484191894531
26,3,GCS,0.6650494933128357,48.61549377441406,431.51861572265625,87.51463317871094,545.8623657226562,68.0650634765625,488.69049072265625
26,4,CAR,0.6803651452064514,409.93798828125,364.5723876953125,452.1999206542969,470.1532897949219,431.06895446777344,417.3628387451172
26,5,GCS,0.7227201461791992,687.11669921875,297.37017822265625,729.5538940429688,399.5102844238281,708.3352966308594,348.4402313232422
27,1,REF,0.739013135433197,578.7107543945312,270.11328125,615.1920166015625,364.7131042480469,596.9513854980469,317.41319274902344
27,2,CAR,0.697609007358551,638.5000610351562,591.6884155273438,681.0204467773438,684.4342041015625,659.76025390625,638.0613098144531
27,3,GCS,0.6676565408706665,42.74846649169922,431.3811340332031,82.16024017333984,547.2561645507812,62.45435333251953,489.3186492919922
27,4,CAR,0.681526243686676,407.79461669921875,363.9150390625,450.2193603515625,469.7590637207031,429.0069885253906,416.83705139160156
27,5,GCS,0.692742645740509,688.1683349609375,299.3782958984375,729.7459716796875,399.9329528808594,708.9571533203125,349.65562438964844
28,1,REF,0.7385357618331909,577.0650634765625,270.04296875,614.259521484375,365.42376708984375,595.6622924804688,317.7333679199219
28,2,CAR,0.7078160047531128,632.6668090820312,590.609375,677.179443359375,684.4322509765625,654.9231262207031,637.5208129882812
28,3,GCS,0.6856085062026978,38.42479705810547,431.5830078125,79.32463836669922,552.1307373046875,58.874717712402344,491.85687255859375
28,4,CAR,0.684263288974762,406.0198669433594,364.5144958496094,448.87164306640625,471.11968994140625,427.4457550048828,417.8170928955078
28,5,GCS,0.6871864795684814,688.8221435546875,301.9739990234375,730.0105590820312,402.32989501953125,709.4163513183594,352.1519470214844
29,1,REF,0.7467441558837891,575.1217041015625,270.01885986328125,612.99169921875,366.115966796875,594.0567016601562,318.0674133300781
29,2,CAR,0.7220771908760071,625.9005737304688,589.2883911132812,672.1060180664062,683.9470825195312,649.0032958984375,636.6177368164062
29,3,GCS,0.6502711772918701,33.18425750732422,433.9526672363281,73.75726318359375,552.635009765625,53.470760345458984,493.29383850097656
29,4,CAR,0.6961132884025574,404.6290588378906,365.2242736816406,446.91436767578125,469.93902587890625,425.77171325683594,417.58164978027344
29,5,GCS,0.6882835030555725,688.3404541015625,304.1182556152344,729.2992553710938,404.18328857421875,708.8198547363281,354.15077209472656
30,1,REF,0.7494376301765442,574.325927734375,270.1148681640625,612.5812377929688,366.2745361328125,593.4535827636719,318.1947021484375
30,2,CAR,0.7224578261375427,623.1435546875,588.72900390625,670.7144775390625,683.7891845703125,646.9290161132812,636.2590942382812
30,3,GCS,0.6514201164245605,31.350008010864258,434.7481994628906,71.92559814453125,552.6557006835938,51.637803077697754,493.7019500732422
30,4,CAR,0.6949989795684814,404.06103515625,365.63934326171875,446.167724609375,469.47271728515625,425.1143798828125,417.5560302734375
30,5,GCS,0.6878650188446045,688.09130859375,304.91680908203125,728.9072875976562,404.8671569824219,708.4992980957031,354.89198303222656
31,1,REF,0.7412109971046448,572.3261108398438,270.55316162109375,610.5632934570312,366.4188537597656,591.4447021484375,318.4860076904297
31,2,CAR,0.7539579272270203,618.5565185546875,588.1238403320312,668.09423828125,684.8641357421875,643.3253784179688,636.4939880371094
31,3,GCS,0.6893825531005859,27.56052589416504,433.7372741699219,68.77748107910156,552.8001098632812,48.1690034866333,493.26869201660156
31,4,CAR,0.689428448677063,402.86383056640625,366.6333923339844,444.5877685546875,468.9913635253906,423.7257995605469,417.8123779296875
31,5,GCS,0.6720794439315796,686.634033203125,306.05859375,727.3275756835938,405.7917785644531,706.9808044433594,355.92518615722656
32,1,REF,0.7441366910934448,570.2213745117188,272.1832580566406,607.6470947265625,366.5682373046875,588.9342346191406,319.37574768066406
32,2,CAR,0.7043149471282959,612.0010375976562,588.390869140625,662.4139404296875,685.3015747070312,637.2074890136719,636.8462219238281
32,3,GCS,0.7195681929588318,23.486656188964844,434.791748046875,64.69599151611328,553.6329956054688,44.09132385253906,494.2123718261719
32,4,CAR,0.6914334297180176,401.4599914550781,367.2477722167969,442.70977783203125,467.999755859375,422.0848846435547,417.62376403808594
32,5,GCS,0.6646032929420471,684.0267944335938,306.60711669921875,724.1492919921875,405.8676452636719,704.0880432128906,356.2373809814453
32,6,GCS,0.469941645860672,1.078544020652771,170.86097717285156,18.763978958129883,269.1538391113281,9.921261489391327,220.00740814208984
33,1,REF,0.7507304549217224,568.3802490234375,273.35626220703125,604.8841552734375,365.9756774902344,586.6322021484375,319.6659698486328
33,2,CAR,0.7401198148727417,605.6871337890625,588.6595458984375,656.69580078125,685.3148803710938,631.1914672851562,636.9872131347656
33,3,GCS,0.7471232414245605,19.403852462768555,437.0071716308594,60.34212875366211,554.5569458007812,39.87299060821533,495.7820587158203
33,4,CAR,0.6856819987297058,399.3063049316406,366.49658203125,440.2762145996094,467.429931640625,419.791259765625,416.9632568359375
33,5,GCS,0.6691761612892151,681.8629150390625,307.05230712890625,720.4745483398438,403.532470703125,701.1687316894531,355.2923889160156
33,6,GCS,0.4875297248363495,3.9628982543945312,172.35877990722656,20.885740280151367,265.3316955566406,12.42431926727295,218.8452377319336
33,8,GCS,0.6461014747619629,1076.97216796875,473.5298156738281,1106.7906494140625,592.0819091796875,1091.8814086914062,532.8058624267578
34,1,REF,0.7525371313095093,567.7850341796875,273.9303283691406,603.78125,365.731689453125,585.7831420898438,319.8310089111328
34,2,CAR,0.738979160785675,603.152099609375,588.71435546875,654.7241821289062,685.207275390625,628.9381408691406,636.9608154296875
34,3,GCS,0.7481706738471985,17.87176513671875,437.84722900390625,58.75299835205078,554.8336181640625,38.312381744384766,496.3404235839844
34,4,CAR,0.6838828325271606,398.6564025878906,366.2260437011719,439.27056884765625,467.0785217285156,418.96348571777344,416.65228271484375
34,5,GCS,0.6692423820495605,680.9736938476562,307.0707092285156,718.9075927734375,402.6548156738281,699.9406433105469,354.8627624511719
34,6,GCS,0.48825177550315857,4.767943859100342,172.7368621826172,21.656564712524414,264.0163879394531,13.212254285812378,218.37662506103516
34,8,GCS,0.6476330161094666,1076.4425048828125,473.6893005371094,1106.658935546875,593.6824340820312,1091.5507202148438,533.6858673095703
35,1,REF,0.745670735836029,566.0131225585938,271.9812927246094,602.7332763671875,366.4501953125,584.3731994628906,319.2157440185547
35,2,CAR,0.6743116974830627,597.852294921875,591.03125,648.2518920898438,684.7371826171875,623.0520935058594,637.8842163085938
35,3,GCS,0.7249003648757935,15.48676872253418,438.88525390625,56.238502502441406,555.3988037109375,35.86263561248779,497.14202880859375
35,4,CAR,0.6831875443458557,396.58087158203125,365.3331604003906,437.089111328125,466.251220703125,416.8349914550781,415.7921905517578
35,5,GCS,0.653529167175293,678.8106079101562,307.1692199707031,716.7443237304688,403.3270568847656,697.7774658203125,355.2481384277344
35,6,GCS,0.6504791975021362,5.7840352058410645,174.4677734375,23.006736755371094,265.14654541015625,14.395385980606079,219.80715942382812
35,8,GCS,0.6015059947967529,1072.739013671875,475.73974609375,1103.364501953125,596.2597045898438,1088.0517578125,535.9997253417969
36,1,REF,0.7532243132591248,564.115478515625,272.05914306640625,600.7056274414062,366.74078369140625,582.4105529785156,319.39996337890625
36,2,CAR,0.7285239696502686,592.2259521484375,593.263427734375,641.41064453125,684.4642333984375,616.8182983398438,638.8638305664062
36,3,GCS,0.6899319291114807,13.073006629943848,439.9192199707031,53.27825927734375,556.062255859375,33.1756329536438,497.99073791503906
36,4,CAR,0.6960932612419128,394.48175048828125,363.6546630859375,435.6648254394531,466.9058532714844,415.0732879638672,415.28025817871094
36,5,GCS,0.6810939311981201,678.0755004882812,306.33306884765625,715.5148315429688,402.0926513671875,696.795166015625,354.2128601074219
36,6,GCS,0.6853970885276794,7.45261287689209,175.7794189453125,24.92421531677246,264.0093078613281,16.188414096832275,219.8943634033203
36,8,GCS,0.5641450881958008,1066.6529541015625,475.9317932128906,1099.0465087890625,601.1769409179688,1082.8497314453125,538.5543670654297
37,1,REF,0.77210533618927,560.944091796875,271.4637145996094,597.4636840820312,365.2984313964844,579.2038879394531,318.3810729980469
37,2,CAR,0.6859303116798401,586.1897583007812,595.320556640625,633.9044799804688,684.2068481445312,610.047119140625,639.7637023925781
37,3,GCS,0.679141640663147,10.191473007202148,440.55206298828125,49.94492721557617,556.1768798828125,30.06820011138916,498.3644714355469
37,4,CAR,0.688322126865387,392.3143615722656,362.1492614746094,433.2723693847656,465.8741760253906,412.7933654785156,414.01171875
37,5,GCS,0.6684852242469788,677.2781982421875,306.0206298828125,714.0925903320312,401.3902587890625,695.6853942871094,353.7054443359375
37,6,GCS,0.6750169396400452,8.625391006469727,176.31063842773438,26.83234214782715,263.6557312011719,17.728866577148438,219.98318481445312
37,8,GCS,0.5643029808998108,1056.77294921875,474.3596496582031,1090.6485595703125,603.318115234375,1073.7107543945312,538.8388824462891
38,1,REF,0.7763104438781738,558.15673828125,271.0333251953125,595.150146484375,365.4586181640625,576.6534423828125,318.2459716796875
38,2,CAR,0.6714556813240051,579.2589111328125,596.2796630859375,626.2295532226562,683.6119384765625,602.7442321777344,639.94580078125
38,3,GCS,0.6625812649726868,4.855221271514893,440.3271179199219,44.81694030761719,556.6004638671875,24.83608078956604,498.4637908935547
38,4,CAR,0.6701690554618835,390.3428649902344,360.4654235839844,430.815673828125,463.50054931640625,410.5792694091797,411.9829864501953
38,5,GCS,0.7120541334152222,673.424072265625,305.6123352050781,710.443603515625,401.6649475097656,691.933837890625,353.6386413574219
38,6,GCS,0.6771986484527588,12.182604789733887,177.1619415283203,31.238536834716797,263.6536560058594,21.710570812225342,220.40779876708984
38,8,GCS,0.6679161190986633,1048.2930908203125,475.1835632324219,1083.206787109375,604.8892211914062,1065.7499389648438,540.0363922119141
39,1,REF,0.7706995010375977,555.554931640625,271.2695007324219,593.1573486328125,366.2691650390625,574.3561401367188,318.7693328857422
39,2,CAR,0.7218756675720215,571.1490478515625,595.0884399414062,619.2125854492188,684.1076049804688,595.1808166503906,639.5980224609375
39,3,GCS,0.649223804473877,0.9703265428543091,440.50067138671875,40.6893310546875,556.3145751953125,20.829828798770905,498.4076232910156
39,4,CAR,0.6885144710540771,389.5598449707031,360.0404968261719,428.961181640625,460.5373840332031,409.26051330566406,410.2889404296875
39,5,GCS,0.6395800113677979,668.9666137695312,304.8626708984375,706.4768676757812,401.7529296875,687.7217407226562,353.30780029296875
39,6,GCS,0.7171850204467773,17.559799194335938,179.1543426513672,37.63022994995117,265.63507080078125,27.595014572143555,222.39470672607422
39,8,GCS,0.557140052318573,1041.3687744140625,478.4391174316406,1076.144287109375,605.9408569335938,1058.7565307617188,542.1899871826172
40,1,REF,0.7833958864212036,553.3311767578125,271.8456115722656,591.3374633789062,366.6803283691406,572.3343200683594,319.2629699707031
40,2,CAR,0.7156122326850891,565.4644775390625,593.152587890625,614.649169921875,684.4647827148438,590.0568237304688,638.8086853027344
40,3,GCS,0.6641829609870911,0.0,441.07568359375,38.02503204345703,557.4088134765625,19.012516021728516,499.24224853515625
